id,tweet_text,emotion
1.03E+18,Como sua boca é linda. Dá vontade sempre de ficar olhando pra ela. :p — Poxa,
1.03E+18,foo :) : 28184c42-7a74-4685-b3e5-9ae4547b7e7c,
1.03E+18,Chegar a casa às 4h para ter de acordar daqui a pouquíssimas horas :))) que bom,
1.03E+18,oi anjinho ! onde você achou as letrinhas do seu fixado/da sua bio? ( e qual o nome da fonte? ) — oii anjo,
1.03E+18,me falem buffet na zona leste :),
1.03E+18,o brasil e mundo tá assim #ProblemaSeu em votar nesses todos ai kkkk : ),
1.03E+18,tudo dando errado cara,
1.03E+18,eu tenho de ter uma conversa muito séria cm o tiago. tenho tenho :),
1.03E+18,quebrei meu espelho :),
1.03E+18,Acho que vou concorrer à bolsa da fundação de cultura :),
1.03E+18,ooga booga :),
1.03E+18,Quem tá usando meu cc,
1.03E+18,Opa,
1.03E+18,Meu livro chego hj :) mas eu to c mtaaaa priguiça de ler aaa já to acumulando minha lista,
1.03E+18,sabem amanhã volto para Melgaço bem cedinho e ainda tou aqui ahahaha q bom :),
1.03E+18,Acreditem ou não,
1.03E+18,Hoje o dia foi super produtivo... Passei mal na escola,
1.03E+18,amanha eh dia de dormir em todos os intervalos :),
1.03E+18,Eu enchia-te era de outra coisa minha porca :) — Afinal tenho rebarbados nos meus followers. Vai dormir meu,
1.03E+18,foo :) : 00e4b5ac-d1f8-4cdf-b8b4-77e6a6dc77b7,
1.03E+18,Até já :),
1.03E+18,vai ter festa aqui em casa amanhã e eu vou chegar bebu vai ser top rsrs :),
1.03E+18,Ontem foi dos melhores dias deste verão,
1.03E+18,Seja o tipo de pessoa que marca churrasco em cima da hora e acerta o ponto da carne :),
1.03E+18,so quero saber porque nunca tenho sorte :))))),
1.03E+18,JAMAIS subestime o poder de ângulo e Iluminação de uma foto. Por exemplo,
1.03E+18,Menos de um mês pra minha Mariazinha nascer #ToHappy :D,
1.03E+18,Mas ta mec! Tudo dando certo ultimamente,
1.03E+18,Ganhei o dia :),
1.03E+18,uma das primeiras coisas que vou fazer quando for morar sozinha eh comprar uma bandeira lgbt+ e colocar na parede do meu quarto :)))),
1.03E+18,oi boa noite,
1.03E+18,Fiquei sad,
1.03E+18,Série: TWD,
1.03E+18,Eu sou aql pessoa q qd termina d comer em qqr estabelecimento,
1.03E+18,não adiantou,
1.03E+18,Obrigado pelo maravilhoso serviço,
1.03E+18,Hoje resolvi um problema meu ,
1.03E+18,Bem daquele jeito,
1.03E+18,As vezes eu penso que dessa vez a cicatriz vai ser menor porque eu to tomando mais cuidado e tal...aí eu percebo que já levantei o braço sem nem me ligar. Mais uma vez. Ou seeeeja vou já me acostumar com as duas cicatrizes sendo iguais :p,
1.03E+18,Só quem tem aula amanha de tarde e de noite mas vai mentir q não tem :)))))),
1.03E+18,vc é muito gostosa fode comigoooo — Eu sei,
1.03E+18,queria ser mais amigo dos meus amigos :),
1.03E+18,ser fã de taylor swift eh mt bom &gt;:),
1.03E+18,"""ai alanis pq vc se acha feia"" pq minha vida inteira as pessoas procuravam me convencer disso :) e conseguiram :)",
1.03E+18,queria fumar a minha mas n tenho talha :)),
1.03E+18,O que é seu,
1.03E+18,ainda bem que alguém ainda acredita no comunismo: a direita,
1.03E+18,Galera,
1.03E+18,Tenho uma foto com a HEBE,
1.03E+18,Além da sua boca,
1.03E+18,Você e seu namorado são duas beldades,
1.03E+18,Você e seu ex tavam tão xonadosss,
1.03E+18,Mas deu tudo certo e agora é seguir com o projeto :),
1.03E+18,Conhecer pessoas novas e melhor coisa :),
1.03E+18,Pqeq as únicas pessoas q me despertam interesse são aquelas em quem me apetece constantemente bater? :),
1.03E+18,fui colocar minha irmã na cama pq ela já tava dormindo e ele me bateu ?????? depois eu dei o celular e ela "bigado :)",
1.03E+18,Será que a CINTHIA sabe o quanto eu fico chateada quando ela fala "Vc me odeio" "vc não gosta de mim" MSM QUE na brincadeira? :),
1.03E+18,Qdo seu trabalho te deixa imensamente feliz,
1.03E+18,porém,
1.03E+18,#TurnoDaNoite Digam ai séries que viram ou estão a ver que achem interessantes partilhar :),
1.03E+18,hj eu devolvi um inseto que tava no meu quarto pra natureza posso dizer que fiz uma boa ação hj :)))),
1.03E+18,A minha mamãe tá upando de nível hoje :),
1.03E+18,Meu crush do face me quer :D,
1.03E+18,Eu sei que to que meu cabelo ta sem definiçao e to parecendo um leaozinho mas eu to tao apaixonada,
1.03E+18,e sim,
1.03E+18,aaaa fica bem! — vou ficar,
1.03E+18,vou dormir feliz :D,
1.03E+18,Da série "Mantenham a criança interior viva". Desafio de música. (Sem categoria,
1.03E+18,Quem disse,
1.03E+18,Olha como o destino é legal né hoje é feriado aqui em Getulina,
1.03E+18,márcio é um ótimo amigo,
1.03E+18,Galerinha da madrugada,
1.03E+18,fiz café agora à noite e perdi totalmente o sono :),
1.03E+18,eu fico imaginando como deve ser quando alguma dessas pessoas que trabalham oferecendo o cartão da loja se depara com alguem que realmente quer o cartão,
1.03E+18,até q fim uma chuva p colaborar :),
1.03E+18,odeio pegar as manias de alguém q eu falo diariamente pq dps se eu paro de falar com a pessoa,
1.03E+18,boa noite :)),
1.03E+18,E tem desgraçados por aí que acham lindo relacionamento abusivo ou ficar brincando com os sentimentos dos outros q ótimo :),
1.03E+18,contra fatos,
1.03E+18,não vou falar mais nada :)))))),
1.03E+18,eh so eu ouvir modern talking que melhora tudo :P,
1.03E+18,Qual o seu videogame favorito? � — sla,
1.03E+18,Amanhã tenho que ir na Univali bem cedo e se Deus quiser (ele quer) amanhã vou acordar sem dor nenhuma,
1.03E+18,Fui dormir chateada e acordei igual :),
1.03E+18,Eu sou um anjo,
1.03E+18,Eu tenho q continuar me fechando pq assim não há possibilidade de eu pegar mais trauma ainda :),
1.03E+18,eu literalmente absolutamente desisto de ter qualquer tipo de relacionamento na minha vida amorosa,
1.03E+18,Obrigada Nadia,
1.03E+18,O Inimigo Tem Força Mais Só Jesus Tem Poder .. ! :D ☝,
1.03E+18,agr vou tentar dormir pra ver se não acordo tão acabado como o de costume :),
1.03E+18,já q sou obrigada a ser mesária,
1.03E+18,Mas eu nem jogo de Winston :P,
1.03E+18,nove meses sem esse sorriso :): � miss u,
1.03E+18,sempre durmo com o pé p fora,
1.03E+18,Mano eu sou q nem ele,
1.03E+18,gente n da virei fa do fiuk agora vcs vao te q guenta :p,
1.03E+18,hj eu vo ir dormir mtttt feliz :))),
1.03E+18,Que lindo,
1.03E+18,Caí de skate por causa de um cão EU AMO A MINHA VIDA :),
1.03E+18,Pessoas normais dormem,
1.03E+18,amanhã e quinta vou trabalhar pra caralhoooo :):,
1.03E+18,adeus A7 dourado,
1.03E+18,Mandei mensagem,
1.03E+18,A graça de ser um programador home Office é que não existe Web Namoro pra mim,
1.03E+18,meu clipe novo,
1.03E+18,Acho que vou dormir mais descansado :),
1.03E+18,a dormir :),
1.03E+18,mês que vem irei conhecer minha melhor amiga,
1.03E+18,eu jogando sbts e,
1.03E+18,Por isso abandonei o whats e só falo qnd falam comigo. Isso qnd eu vejo q é importante. Do contrário,
1.03E+18,minha garganta ta toda fodida e mesmo assim vou tomar chá gelado :) isso é eu fazendo insistindo em algo que eu sei que no final não vai dar certo,
1.03E+18,foo :) : a14e5235-1e97-451a-ba79-b49ec1680035,
1.03E+18,essa merda de remédio vai me matar :),
1.03E+18,Volviiiii :),
1.03E+18,Rolezito com nova moto no GTA Oppressor Mk II com motor de foguete :D Caxias Auer ♥ Helen Bilavio — jogando GTA V online,
1.03E+18,"""A vida é curta e o mundo é vasto."" Anne with an E :)",
1.03E+18,é,
1.03E+18,eu amo esse garoto cr :),
1.03E+18,NAMJOOOOOOOOOON!!!!! SEU ÂNUS QUE EU DEVERIA TER SAIDO DO TRABALHO ANTES,
1.03E+18,Eu tava no terminal estressada após um dia horrebel e o bus não chegava e um moço disse "olha,
1.03E+18,vai tomar no cu :-),
1.03E+18,Descobri agora que o Youtube só conta 3 a 5 visualizações por dia ao ver o mesmo vídeo. Portanto streamers,
1.03E+18,"""amas é que eu sofri e eu tenho a mente conturbada e faço coisas sem querer que te magoam"" ô mano arranja outra desculpa pra ser um pau no cu",
1.03E+18,Queria está perto dela agr só pra ver o sorrisão que vai sair já já dela :)),
1.03E+18,parte de mim ama e a outra parte so quer faltar todo dia :),
1.03E+18,Ois,
1.03E+18,[ sobre mim ] ↴ 1. 26.08.2006 2. gosto de hel e nana 3. um castanho escuro um pouco puxado pro ruivo 4. meus olhos tem cor de mel :) 5. não,
1.03E+18,eu quero que me chamem de triz agora :),
1.03E+18,quem se fode sou sempre eu :),
1.03E+18,Os meus pintores favoritos são Jackson Pollock e Van Gogh :))),
1.03E+18,Gosto de dormir ouvindo djavan :),
1.03E+18,Meu relacionamento com o Caio é nós iludindo um ao outro,
1.03E+18,Hey,
1.03E+18,Geeeennnte tive uma ideia TÃO legal pra minha próxima fic que eu só não choro pq tive MUITA ideia para Growing Up. Agora só preciso de tempo e disposição para escrever :),
1.03E+18,síntesis pasando do i wanna know? :);),
1.03E+18,dia dos solteiros uhul :),
1.03E+18,Amanhã o meu dia será corrido,
1.03E+18,agr que to solteira vou esperar o septo cicatrizar (1 mês) e depois colocarei finalmente meu piercing na língua :) aí uso de desculpa pra n comer tbm,
1.03E+18,Que bom que foi produtivo,
1.03E+18,Na chamada da play : "Vem jogar,
1.03E+18,Se você ver algo bom em alguém,
1.03E+18,Obrigado pra quem deu RT :),
1.03E+18,tenho q ir dormir pois a ufrj me espera amanha :p,
1.03E+18,eiei ce é linda dms,
1.03E+18,talvez tenha sido um erro mas n me arrependo :),
1.03E+18,oi olha seu chat do Twitter PORFAVOR,
1.03E+18,Feliz pois tenho episódios inéditos da série que eu gosto pra assistir :),
1.03E+18,eu VENERO as crianças de hoje em dia. tao amáveis e ensinam tantas coisas pra gente que cresce e acaba ficando mais burro :-),
1.03E+18,Calma Que dia 7 tá aí Tá mais longe do que perto 7 de dezembro :),
1.03E+18,Fora a dor,
1.03E+18,Vou tomar no meu cu pra acordar amanhã. :),
1.03E+18,Boa noite :),
1.03E+18,amanhã finalmente vou para montargillll,
1.03E+18,amanhã é feriado :) tenho que limpar a casa e estudar horrores =(,
1.03E+18,muito fofo! hoje um menino do meu prédio me ligou falando que o porteiro disse que eu tenho uma cadelinha e precisava encontrar um petshop. ele me explicou onde ficava,
1.03E+18,vou dormir tipo 3 horas :)))),
1.03E+18,o insta xanarchy tava respondendo um monte de fãs da dm :) que amorr �,
1.03E+18,roteiro de geografia? posso te mandar as respostas,
1.03E+18,felicidade vindo dps de mtt tempo... :D,
1.03E+18,fiz muitos amigos no rpg todos eles sao bem legais e gentis to feliz :D,
1.03E+18,mande memes pra pessoa que você gosta,
1.03E+18,O ranço não bateu não,
1.03E+18,21) (vou até o fim,
1.03E+18,E acabei de trombar com uma versão adolescente de Klara muito fútil - e não imagino a versão atual dela crescendo desse jeito. É legal ver o quanto uma personagem minha mudou com o passar do (muito) tempo :P,
1.03E+18,Sexta feira é o pior dia mano,
1.03E+18,Os enfermeiros só falam em comida e eu aqui cheia de fome sem nada no estômago :(((((,
1.03E+18,hoje eu tive que ouvir de uma menina de 7 anos que se ela vai correndo pra escola vai emagrecer rápido,
1.03E+18,e fico ainda mais triste pq eu queria a foto sem essa marca d’água :(,
1.03E+18,Só quero q alguém me fique a fazer companhia enquanto vai tudo pro Richie :(,
1.03E+18,Logo mais tem inglês e eu n quero irrr!! Mano eu quero o Alan d volta!!! Esse prof é legal mas mano nada se compara ao Alan :(((,
1.03E+18,Cheguei à conclusão que ninguém é feliz fazendo dieta... quero um Big Mac :((((,
1.03E+18,O fórum tá tipo vazio,
1.03E+18,ai porra to surtada com esse filme ele eh mt amooooor :(((,
1.03E+18,Quero mais uma tattoo mas não to sabendo economizar :((((,
1.03E+18,Que saudade da escola :(,
1.03E+18,o meu amor tá chegando e eu nem sei lidar :(,
1.03E+18,nao gostei dela em 1000% ficou mt apagada coitada :(,
1.03E+18,tô apaixonada por goodnight n go :(,
1.03E+18,#DetestoQuandoFalam que ler é inútil,
1.03E+18,Nunca mais é hora de sair o The last of us 2 :(,
1.03E+18,Felicidade acaba a semana agora mas tem planejamento :(,
1.03E+18,hoje era pra ser aniversário do meu vô materno e amanhã do vô paterno :(,
1.03E+18,eu só queria passar o fim de semana com ele :(,
1.03E+18,Eu to morrendo de saudades do meu cara pálida,
1.03E+18,ai mano :(,
1.03E+18,Mandei um áudio de bom dia super animada pra dois squad,
1.03E+18,ai queria tanto ganhar o cd do harry :(,
1.03E+18,amigos deem like no clipe novo da Pabllo no youtube pfvr,
1.03E+18,queria ter disposicao pra ser magra :(,
1.03E+18,fora que o festival toda agora é puro burguês safado indo ao pra tirar foto nem sabe quem tá no festival deus me dibre mas quero ir mesmo assim :((((,
1.03E+18,ontem eu tava comentando que precisava sobreviver com 134 reais até dia 1,
1.03E+18,percebi que 95% das minhas amizades da faculdade são masculinas,
1.03E+18,Não quero ir pro trabalho hoje ein :(,
1.03E+18,Odeio quando mesmo cheia de vontade de fazer algo o desânimo me vence :(,
1.03E+18,Só tenho inveja de quem hoje vai ver o Skepta :((,
1.03E+18,Quero muito comer o suspiro que tem aqui em casa,
1.03E+18,Nunca pensei q a vida de adulto seria só pagar boletos :(,
1.03E+18,Diário de um iludido 15 Eu queria beijar ela hoje,
1.03E+18,sdds do meu bb :(,
1.03E+18,Não tento mais tmb :(,
1.03E+18,me dá um medo enorme só de pensar no futuro. fico pensando se realmente vou conseguir o que quero e tudo mais :(,
1.03E+18,recebi vaga de emprego no museu de arte moderna mas não era estágio :(,
1.03E+18,eu só queria ter um pouquinho de dinheiro,
1.03E+18,Queria msm é ir na projeto X amanhã mas n vai da :(( ai deus,
1.03E+18,Você eh incrível e eu te amo,
1.03E+18,às vezes eu sei que parece que a vida conspira contra nós,
1.03E+18,sono,
1.03E+18,To com dor no rim :(,
1.03E+18,Ano passado a Phoenix lançou CD e eu nem vi :( E o melhor é que o trabalho dos caras ficou triii massa,
1.03E+18,Não tem nada mais triste que. Colocar leite no copo e ver que não tem Nescau :(,
1.03E+18,eu n aguento mais não conseguir me matricular na pós :(,
1.03E+18,gente eu to enjoada demais :(,
1.03E+18,ela ta chorando???????? meu deus :(,
1.03E+18,sdd dele :(,
1.03E+18,ai gnt falar de manchester destroi minha filha tadinha :(,
1.03E+18,eu e a nina perdemos foguinho to mt triste :(,
1.03E+18,ariana tá chorando naaaaaaao :((((,
1.03E+18,lançou Para todos os garotos que ja amei,
1.03E+18,Pqeq o Telles n foi convocado? :(,
1.03E+18,aiii queria um açaí ,
1.03E+18,Preciso de dinheiro pra pagar passagem amanhã :( alguém me empresta um cartãoooooo,
1.03E+18,' Gente que saudade do meu namorado! :(,
1.03E+18,ariana chorou :(,
1.03E+18,ai gente to me sentindo ainda super disfuncional e ficando super pessimista com esse fc mas to amando tanto :(,
1.03E+18,Não queria ir pra aula hoje :(,
1.03E+18,aí gente eu tô muito triste e com muito medo de não conseguir ir no show do Wesley e olha que nem saiu as datas ainda :((,
1.03E+18,tava querendo chorar,
1.03E+18,Como é que é possivel ainda estar apaixonada por ti ? Ainda agora vi uma notificação onde apareceu o teu nome e o meu coração até parou... :(,
1.03E+18,Em respeito ao meu vizinho fazendo obra aqui do lado da minha parede hoje não vai rolar live :( Mas #ForTheHorde,
1.03E+18,aish me deu vontade de agora de tomar açai :(((,
1.03E+18,Mas será k nng fala cmg :(,
1.03E+18,Achei que ia te ver no desfile :( — Não vou,
1.03E+18,gente eu amo muito minha ex namoral,
1.03E+18,esperei muito por aquela semana e não vou cá estar!!!:(,
1.03E+18,Odeio recusar convites p fzr algma coisa e depois arrepender m :(,
1.03E+18,Meu wpp n ta pegando cm essa internet aq :((((((,
1.03E+18,desistindo da vida :(,
1.03E+18,acabou :((((( me dêem azeitona recheadawn,
1.03E+18,perdi quase todos os memes que eu tinha da oned :(,
1.03E+18,Eu só queria um halls de melancia :(,
1.03E+18,Porra pq eu tinha que ser tão feia? To mt triste :(,
1.03E+18,Essa noite eu tive um sonho tão bom até acordei triste,
1.03E+18,meu corpo está tão dolorido :(,
1.03E+18,e a biblioteca da escola que não abre mais :(,
1.03E+18,ARIANA MINHA BEBEEE :(,
1.03E+18,eu só quero abraçar ela agora :(((,
1.03E+18,os dedinhos do jaebum são tão lindinhos :(,
1.03E+18,Gabriel Jesus Esta Fora,
1.03E+18,ai fiquei malzao :(,
1.03E+18,certeza que isso vai flopar ninguém vai querer entrar :(,
1.03E+18,ufes sem luz de novo nao vai dar pra ir trabalhar poxa :(((,
1.03E+18,vi um vídeo agora que me cortou o coração...poxa como tem gente maldosa nesse mundo :(,
1.03E+18,ele é sempre quietinho nas lives mas hoje parecia que ele não tava bem mesmo :( espero que esteja tudo bem com ele,
1.03E+18,Porque a Hailey está apagando as fotos do ig assim ? :(,
1.03E+18,Mas como não se pode ter tudo a financeira tá uma merda hahahah ia fazer uma tattoo e quando fui ver tinha menos dinheiro do que pensava :(((,
1.03E+18,To mt mal :((((( sefodeeee,
1.03E+18,Estava super quentinho embaixo das cobertas,
1.03E+18,EU QUERIA ESSES GATOS P MIM :((((,
1.03E+18,Galera vca podem postar mt meme autista ai pfvr,
1.03E+18,só queria ir nesse show :(,
1.03E+18,eu amo o nana demais :(,
1.03E+18,Esse conta gotas do carregador chega 99% fica 10 minutos assim,
1.03E+18,o meu bebê :(,
1.03E+18,rj nao combina com chuva :(,
1.03E+18,Que saudade de vc,
1.03E+18,pô Tite,
1.03E+18,queria mais cenas da lara jean na cozinha :( e o scrapbook não acredito que tiraram,
1.03E+18,Falta dois meses p eu vazar aqui do trampo e já to morrendo de saudade :(,
1.03E+18,Mãe fez coisa boa pra comer só pq o Matheus vem :(,
1.03E+18,Não quero q a Margarida vá embora :(,
1.03E+18,meu brigadeiro ficou enjoativo :(,
1.03E+18,chorando assistindo o extraordinario :(,
1.03E+18,Esse é um dos meus últimos tweet hoje eles desligam as máquinas que fazem meu pulmão funcionar desde os 6 anos quando aconteceu isso comigo eu nao fico triste :(,
1.03E+18,bar :-( : ef590ae9-d2d6-40b1-a140-a0191e9041d8,
1.03E+18,Levem-me ao mar shopping agora pls :((((,
1.03E+18,meu livro favorito virou filme e eu não consigo acreditar que deixaram de fora minhas partes favoritas :(( assisti assim que lançou,
1.03E+18,estudar hoje :(,
1.03E+18,eu sei la eh sempre assim ;( não me importo de fica semanas sem conversa sabe esse tipo de coisa nunca me afetou mas :( se cobrada por algo q faço:( unica coisa q tenho certeza eh q sou uma boa amiga pq eu tento,
1.03E+18,o Marcelo não vai jogar meu Deus :(,
1.03E+18,Chateado pela unica rede social q é bloqueada no trampo novo ser justamente o twitter hahahaha :(,
1.03E+18,acabei de perder 900 followers :(,
1.03E+18,eu odeio quando eu sou a ultima a saber das coisas no meu trampo :(,
1.03E+18,fernanda perguntando agora por que não fico logo direto aqui até próxima semana foi tipo um capetinha sussurrando no ouvido,
1.03E+18,aaaa meu bb faltou :(((((((,
1.03E+18,eu to preocupada com a moe :(((,
1.03E+18,não seguro o choro,
1.03E+18,o meu last simplesmente n conecta com o twitter toda vez q eu tento da erro ai eu vejo as estatisticas semanais de vcs aqui e fico :(,
1.03E+18,esse olhar de felicidade e amor,
1.03E+18,pq vc fez isso comigo?? :((,
1.03E+18,eu to tão triste com a exclusão de when night comes :(,
1.03E+18,Hoje o sextou vai ser a base de relaxante muscular pq to sem condições :(,
1.03E+18,o taehyung tava tão serio no video dos meninos agradecendo pela placa de diamente,
1.03E+18,Eu tava tp a micar um gajo na piscina já à bué tempo e quando olhei p o pulso dele ele tinha pulseira amarela o q significa q tinha no máximo 13 anos (: juro que ele aparentava ter uns 17 meu,
1.03E+18,n acredito q ngm faz no dia do meu,
1.03E+18,Queria ir pro jogo domingo namoral :(,
1.03E+18,Af n quero ir pra casa :(,
1.03E+18,Comprei os piercings hj e perdi :(,
1.03E+18,Os meus pais vão para jantar de firma e eu fico sozinha que me fodo :(((,
1.03E+18,meus status só tem comida pq é com o que eu gasto todo meu dinheiro! :(,
1.03E+18,mais ainda por ser um japonês que morreu aos 67 :( praticamente um menino,
1.03E+18,Alguém pelo centro de poa pra me fazer companhia até as 15h30? Minha profe cancelou a aula mas eu já tô na faced :(,
1.03E+18,Carai perdi as últimas conversas do aplicativo de msg :(,
1.03E+18,e só percebi isso porque tentei mandar um aviso que tem post novo no blog e aí percebi que fazia meses que não entrava,
1.03E+18,pq fez com que eu me apegasse a vc :((,
1.03E+18,gaby nem convidou as amigas :(,
1.03E+18,na escola hj eu fiquei pensando no Yoon e em cada detalhezinho dele eu amo tanto :(,
1.03E+18,Tite tiro meu cebolinha do grenal :(,
1.03E+18,ah eu tbm queria a camiseta free murdoc :(,
1.03E+18,bar :( : 86f42d7d-9965-495c-b617-ae5e2cd03527,
1.03E+18,Mano,
1.03E+18,deixei meu fone em cs :(,
1.03E+18,eu tento ser adulta procuro bolsas serias grandes de alça MAS MEU DEUS É MUITO DIFÍCIL :(,
1.03E+18,a ariana eu to muito triste :(,
1.03E+18,O pão de queijo recheado com feijão foi uma das coisas mais nojentas que apareceram na TL nos últimos dias. São duas comidas maravilhosas mas visualmente ficou horrível :( (o gosto tbm não deve ser bom),
1.03E+18,Já vai fazer oito anos que o meu avô morreu :(,
1.03E+18,Se nos va Gintama :(,
1.03E+18,Saudades de ter alguém para falar o dia inteiro cmg :(,
1.03E+18,Dor de cabeça insuportável :(,
1.03E+18,Vontade de não ir pra aula hj tá tendo :(,
1.03E+18,Família em primeiro lugar é o que há!!! Não sei não viu se isso procede :(,
1.03E+18,a ariana eu to muito triste :(,
1.03E+18,amanha vou matar a saudade que eu to da minha mamãe mas agora eu vou demorar um tempinho pra ver meu pai de novo :(,
1.03E+18,Bagui ta louco :(,
1.03E+18,a carinha do dan quando a charlotte de verdade volta e diz que nao lembra dele eu to chorqnfo mto :((((,
1.03E+18,Tenho que assistir house antes de 15 de setembro pq eles vão tirar aparentemente :(,
1.03E+18,Queria tanto estar em casa. :(,
1.03E+18,Sonhei com o chabelo hoje,
1.03E+18,vou colocar junto com o for my angels :(,
1.03E+18,Essa vontade de novo...não aguento mais :(,
1.03E+18,dinheiro pra ir eu ate tenho,
1.03E+18,Deus sabe como amo o Thiago Silva,
1.03E+18,Esse ano comprei dois fones,
1.03E+18,minhas notificações não estão chegando p ninguem muito menos pra Thalita. só queria saber se ela já chegou em Floripa :(,
1.03E+18,hj é aniversario do meu melhor amigo,
1.03E+18,pais,
1.03E+18,Preciso desabafar namoral mano,
1.03E+18,e ainda acabei de saber que meu vô pode acabar falecendo por causa da cirurgia que ele fez :(,
1.03E+18,tão fofinhas umas músicas do sweetener :(,
1.03E+18,tinha soundcheck também bicho :(,
1.03E+18,ai mano a ariana :(,
1.03E+18,A palestra do karnal é no mesmo dia do choque :(,
1.03E+18,A minha avó teve a ensinar-me a passar a ferro e enquanto ela falava não parava de pensar na sorte que tenho por ter essa mulher na minha vida e o quão perfeita a minha avó é. eu amo-a tanto mas tanto a sério quem me dera que a minha avó fosse eterna :(,
1.03E+18,a ana maria vai sair da escola :( tô cansada de perder professoras maravilhosas,
1.03E+18,Porque é que tinha de partilhar o clube com o Espadinha? :(,
1.03E+18,que dor de cabeça aaaaaa :(,
1.03E+18,fui marcar a bruna no meu tweet fofinho e lembrei que ela tá com o tt bloqueado :(,
1.03E+18,queria ir para a sapataria hoje mas vou estar em santa :((,
1.03E+18,pensei q o richarlison ia ser convocado :(,
1.03E+18,I miss jbj :(,
1.03E+18,td dando errado pra ir amanhã :((,
1.03E+18,final de semana nem começou e eu já tô ficando triste pensando que domingo acaba :(,
1.03E+18,Namoradinho viajando :(,
1.03E+18,me sentido muito sozinha :(,
1.03E+18,Ai la vem &gt;:(,
1.03E+18,Mandem-me uma mensagem fofinha :(,
1.03E+18,É ruim perder um amigo lembrar de momentos com ele :(((,
1.03E+18,Tenho que resolver tanta coisa :( odeio ser adulto sério,
1.03E+18,Por ironia do destino qnd meus peitos (vulgo caroços de feijão) começaram a "sair" eu chorei pq não aceitava que teria que andar vestida e cobrir meu corpo,
1.03E+18,Eu acho que estou q ficar com maminhas e isto não é bom :(,
1.03E+18,reclamo tanto de ir p escola,
1.03E+18,Arrasado que minha dermato adiou a consulta e eu vou ter que passar mais uns dias com olheiras :(,
1.03E+18,:( ela sofreu/sofre tanto com as piadas de Manchester,
1.03E+18,eu sou precisava de uma fotinho dele com a bay :(,
1.03E+18,Ariana chora toda vez q tocam no assunto sobre a tragédia,
1.03E+18,eu espero que caso o Taehyung veja esses posts que a bighit exclui ele ou faz pouco caso que ele não fique tão chateado :( eu não consigo nem imaginar,
1.03E+18,Meu óculos tá torto :(,
1.03E+18,eu nem falo muito isso aqui mas eu amo a minha namorada :(,
1.03E+18,eu amei tanto o sweetener mas pouca gente gostou :(,
1.03E+18,eu tenho quero um coração do joe :(,
1.03E+18,t bue disappointed o meu crush n ta aqui no café � :(,
1.03E+18,De quem você tem saudade agora mesmo? — Saudade da minha avó,
1.03E+18,cara eu sinto uma sensação inexplicável toda vez que ouço singularity; a voz do taehyung é tão linda :(,
1.03E+18,comecei teen wolf hoje e mano o primeiro ep omg a alisson é tão fofinha :(,
1.03E+18,minha bisa vai embora dia 8 :(,
1.03E+18,g-dragon muito obrigada por todos os sorrisos que você tirou de mim sem nem perceber :( eu acho que nem tenho palavras o bastante para descrever o quão grande é o meu amor e admiração por você! saiba que você é uma das minhas maiores inspirações,
1.03E+18,Triste o falecimento do Ishizuka. Fuck câncer :(,
1.03E+18,o mino tá parecendo uma mãezinha no videozinho de aniversário deles :( meus anjos tão fazendo 4 anos eu to ������,
1.03E+18,ganhei o bagulho lá da escola mas o parabéns da pessoa que eu queria eu não ganhei :(,
1.03E+18,Nunca imaginei que seria tão difícil escolher um curso pro vestibular :(,
1.03E+18,é aquela coisa,
1.03E+18,eu não tenho mais brusinha p usar nos role eu não aguento mais tá sempre c as msm :(,
1.03E+18,Caramba a Aretha Franklin faleceu ontem eu não estava sabendo :(,
1.03E+18,álbum de ariana tá um amor :(,
1.03E+18,queria tanto uma seal ong :(,
1.03E+18,a amy aaaaaa nao :(,
1.03E+18,n queria a luara grilada cmg jeito que ela ta,
1.03E+18,minha mãe ta começando a me privar de ouvir música :(,
1.03E+18,to muito triste vendo uma galera tendo q deixar de fazer o que gosta por conta de problema físico... me lembra do ballet :(,
1.03E+18,aaaa eu não esqueci de atualizar as fotos ontem :(,
1.03E+18,não q agora eu sou linda mas melhorei um pouco pelo menos :(,
1.03E+18,mds é muita menina linda no instagram é por isso que esse aplicativo as vezes me faz tão mal :(,
1.03E+18,n aguento mais ficar assim to sentindo uma falta q n sei explicar :(,
1.03E+18,Eu tô triste porque eu não vou mais fazer natação,
1.03E+18,as pintinhas,
1.03E+18,o cabelo solto :(,
1.03E+18,Deus tira essa vontade de mim de jogar overwatchzinho pq meu pc n tá rodando :(,
1.03E+18,meu deussssss vcs são todas bebês :(((((( vontade de adotar tudo e criar a base de leite ninho!,
1.03E+18,O clima no trabalho tava taaaooo agradável q deu até um aperto no coração de vir embora :(,
1.03E+18,Queria uma namorada :(,
1.03E+18,Nada com nada :(),
1.03E+18,faz mó cota q eu tô com uma foto de fazer uma thread sobre meu jogador favorito mas eu não consigo escolher só 1 pra fazer :(,
1.03E+18,oi,
1.03E+18,Minha irmã vai tar em casa :(,
1.03E+18,a ariana bicho,
1.03E+18,Fim de semana sem as minhas mina :((,
1.03E+18,tô indo pro médico e tô perdendo :( #VideoShowAoVivo,
1.03E+18,Queria entender porque as pessoas coisas sabendo que vão magoar alguém.. é triste pq as vezes a pessoa fica magoada pra sempre :(,
1.03E+18,Eu sou mto ignorada mesmo :(,
