id,tweet_text,,,,,,,,,,,
1.0454E+18,Dólar caiu :) - R$3,,,,,,,,,,,
1.0454E+18,Dólar caiu :) - R$3,,,,,,,,,,,
1.0454E+18,era pra eu tar na ed. física mas to em casa vendo um kdrama de baixa qualidade :),,,,,,,,,,,
1.0454E+18,tava pensando aqui e não sei quando vou ter tempo de gravar o negocio pro projeto e o prazo eh até dia 2 cu :D,,,,,,,,,,,
1.0454E+18,Dá sim,,,,,,,,,,,
1.0454E+18,Mandem dm preciso de conhecer pessoal novo :))),,,,,,,,,,,
1.0454E+18,Sapatos,,,,,,,,,,,
1.0454E+18,Ofendem e nem melhores são :),,,,,,,,,,,
1.04539E+18,e hoje que eu tenho um dinherin pra ir na leroy merlin eu não tô aguentando esperar dar a hora tô namorando o site com tudo que quero comprar :D,,,,,,,,,,,
1.04539E+18,“Eu não posso falar” “Foi um xxxx que traiu o Licht” :) colapso :) mental :),,,,,,,,,,,
1.04539E+18,Terreno condomínio Comary,,,,,,,,,,,
1.04539E+18,É de frisar que é direito,,,,,,,,,,,
1.04539E+18,Não consigo fazer dietas,,,,,,,,,,,
1.04539E+18,nao me importava de dar :))),,,,,,,,,,,
1.04539E+18,A minha mãe fica chateada com algo e adivinhem quem leva com isso.. Eu :),,,,,,,,,,,
1.04539E+18,Putz,,,,,,,,,,,
1.04539E+18,Drip Cake fresco :) Muitos parabéns ao aniversariante,,,,,,,,,,,
1.04539E+18,Casas à venda em Alto,,,,,,,,,,,
1.04539E+18,Hahahaha política no Brasil n pra amadores é todo mundo loka e é uma mistura de pensamentos Eu gosto de ler e rir :),,,,,,,,,,,
1.04539E+18,Por ex acabei de comer um pastel massa grossa e metade de um misto quente :))))))))),,,,,,,,,,,
1.04539E+18,Uma das melhores partes da vida é olhar pra si mesmo e ver o quanto mudamos e evoluímos em cada parte da nossa vida (saúde, profissional). A vida passa a ter propósito quando buscamos essa melhora contínua :);Thu Sep 27 19:25:40 +0000 2018;1;:),,,,,,,,,,
1.04539E+18,Gastar a minha folga à procura de bons cafés :))) fucking waste,,,,,,,,,,,
1.04539E+18,v jantar e fazer o tpc de pt e estudar historia :))),,,,,,,,,,,
1.04539E+18,“Mesmo quando você não está fazendo nada,,,,,,,,,,,
1.04539E+18,Eai,,,,,,,,,,,
1.04539E+18,quem compro o camarote do Dennis faz 1 semana,,,,,,,,,,,
1.04539E+18,Estou com febre :),,,,,,,,,,,
1.04539E+18,Tô tão feliz :) nhaa,,,,,,,,,,,
1.04539E+18,Ain! Mourão falou na hora errada. Ain! Dá para trocar de vice? Ain! Parece que quer sabotar a campanha. Ain! Eu queria o outro para vice. Ain! Tá dando munição pra mídia. Tchê! Tem muitas jabuticabas ainhando. :D,,,,,,,,,,,
1.04539E+18,Otima Live! :D 1º do Em Alta!!! Muito obrigado intensos vcs são incriveisss!!!! ainda hoje tem video no canal pra quem não viu a live,,,,,,,,,,,
1.04539E+18,Apartamento com garagem Alto,,,,,,,,,,,
1.04539E+18,me afeité :D,,,,,,,,,,,
1.04539E+18,Tenho tudo nas minhas mãos :)),,,,,,,,,,,
1.04539E+18,Pediram tanto Ana Paula na fazenda,,,,,,,,,,,
1.04539E+18,cabô anpec tô feliz demais e muito grato à Deus só gratidão também a todos que me deram apoio e orações nesse período :),,,,,,,,,,,
1.04539E+18,estou entendendo nada :),,,,,,,,,,,
1.04539E+18,Condomínio Del Paraiso,,,,,,,,,,,
1.04539E+18,ADORO esses trabalho em grupo q eu tenho que fazer tudo sozinha :)))))))))))))))))))),,,,,,,,,,,
1.04539E+18,Quero um tiro,,,,,,,,,,,
1.04539E+18,tô indo encontrar uma das pessoinhas mais incríveis que já participou da minha vida e sinceramente eu não teria algo melhor p fazer :) to feliz da continha,,,,,,,,,,,
1.04539E+18,vc eh linda e mto especial :) — obg anjx,,,,,,,,,,,
1.04539E+18,Gabaritei hist to tão feliz :),,,,,,,,,,,
1.04539E+18,muito difícil eu não ir com a cara de alguém por isso q quando não vou é pra valer mesmo nada me faz mudar de ideia :),,,,,,,,,,,
1.04539E+18,Pra vocês que não curtem o próprio corpo (eu também entro nessa) recomendo assistir o filme: "I feel pretty",,,,,,,,,,,
1.04539E+18,Adoro quando vou a ver as fotos que me tiram e lá no meio estão sempre fotos minhas a reclamar com os meus amigos para não olharem para mim :),,,,,,,,,,,
1.04539E+18,You don’t need to rt this,,,,,,,,,,,
1.04539E+18,mesmo depois dos acontecimentos - que sabemos quais, que não deve ser nomeado. ei amiguinho, lembre-se que o vice vai junto ein :);Thu Sep 27 19:20:00 +0000 2018;1;:),,,,,,,,,
1.04539E+18,E mais uma vez a depressão me vence :D,,,,,,,,,,,
1.04539E+18,Eu aposto que vocês estão gostando desse dia kk eu avisei a vocês que não decepcionaria! Tem mais coisas,,,,,,,,,,,
1.04539E+18,sejam queridos e mandem me mensagem :)),,,,,,,,,,,
1.04539E+18,Nem comento :),,,,,,,,,,,
1.04539E+18,¡Prioridades! :P #NoRegrets #LeaveLuchoHaveFun,,,,,,,,,,,
1.04539E+18,este arnaldo teixeira.........fdx.......... :)))))))))))))))))),,,,,,,,,,,
1.04539E+18,so quero o dia de amanhã :)))),,,,,,,,,,,
1.04539E+18,Arranjem primos como o meu,,,,,,,,,,,
1.04539E+18,Estou com um amigo num dia dizem q o comi Estou com outro amigo noutro dia dizem q o comi cada vez q estou com um amigo dizem q o comi conclusao dao me fama de puta :)),,,,,,,,,,,
1.04539E+18,um tesão: protetor solar pena que esqueço sempre :),,,,,,,,,,,
1.04539E+18,Ent hoje estava na cidade universitária e queria ir p o Saldanha, troquei p vermelha e fui p Saldanha :)) Queriam um cérebro como o meu, eu sei;Thu Sep 27 19:18:14 +0000 2018;1;:),,,,,,,,,
1.04539E+18,Olhem para essa preciosidade,,,,,,,,,,,
1.04539E+18,mas o meu autocarro pra casa atrasou bué e também não ia conseguir ver nada do jogo :),,,,,,,,,,,
1.04539E+18,E aí aventureiros,,,,,,,,,,,
1.04539E+18,Não tenho nada para fazer portantooo,,,,,,,,,,,
1.04539E+18,ainda nao estudei piano :-),,,,,,,,,,,
1.04539E+18,Aptece-me dizer toda a verdade mas não posso :)))),,,,,,,,,,,
1.04539E+18,msm assim,,,,,,,,,,,
1.04539E+18,meninas que quase desmaiam durante a aula de dança por baixar a pressão :),,,,,,,,,,,
1.04539E+18,Na verdade, fazer as sobrancelhas, uma limpeza de pele. Ah, e chegar em casa e estar tudo arrumado, sem cocô de cachorro pra limpar :);Thu Sep 27 19:15:32 +0000 2018;1;:),,,,,,,
1.04539E+18,E assim acabou mais um circuito! Parabéns aos vencedores e à organização,,,,,,,,,,,
1.04539E+18,Ansiosa que amanhã sai o resultado do pré projeto e são míseras vagas quero entrar :D,,,,,,,,,,,
1.04539E+18,Oi. infelizmente eu não conheço. Mas estou louco para conhecer... :) — Oi. To curiosa,,,,,,,,,,,
1.04539E+18,Eu ia fazer um recomeço (denovo ksksk) no canal ia deixar os vídeos no pv mas agora não vou mais :p,,,,,,,,,,,
1.04539E+18,Não aguento mais este calor eu so demasiado fã do senhor inverno :)),,,,,,,,,,,
1.04539E+18,Daqui alguns mnts to em casa :) ultima aula ja k,,,,,,,,,,,
1.04539E+18,ela: - vc é muito lindo de rosto ele: - serio!?,,,,,,,,,,,
1.04539E+18,não tem vaga pro exame até ano que vem falei beleza vamos ver se dá em outro lugar aí fui ver e o exame custa 350 reais :) legal :),,,,,,,,,,,
1.04539E+18,Chaves tá mm bom. É bilhetes,,,,,,,,,,,
1.04539E+18,eu to gorda e inchada :) e comendo uma panela de brigadeiro enquanto acaricio a minha mais nova barriguinha,,,,,,,,,,,
1.04539E+18,Estava a descer as escadas do prédio e estavam a passar três rapazes mm a frente,,,,,,,,,,,
1.04539E+18,gosto bué da minha turma :)),,,,,,,,,,,
1.04539E+18,Os meus sonhos são demasiado produtivos.... I need to stop :)),,,,,,,,,,,
1.04539E+18,E aí,,,,,,,,,,,
1.04539E+18,doido p mostrar para as pessoas :),,,,,,,,,,,
1.04539E+18,Gajas demasiado sensíveis don't play basketball with me or u die :),,,,,,,,,,,
1.04539E+18,queria levar um tiro e não eh meme :D,,,,,,,,,,,
1.04539E+18,Ok,,,,,,,,,,,
1.04539E+18,deixei o bolo no forno e fui jogar free fire,,,,,,,,,,,
1.04539E+18,Desde q entrei na faculdade a minha vida resume-se em sair às 7h chegar às 20h jantar tomar banho e dormir :),,,,,,,,,,,
1.04539E+18,Batatinha cozida com iscas,,,,,,,,,,,
1.04539E+18,liguem me :),,,,,,,,,,,
1.04539E+18,6 horários no despertador pra tomar remédios ;))))))) que delícia :))))))),,,,,,,,,,,
1.04539E+18,�- baby dama mais linda. Obrigada p tudo. Vou estar sempre aqui para ti and u know! Que venham mais memórias juntas. Txi amooo � Btw o João sousa deve ter te silenciada :))),,,,,,,,,,,
1.04539E+18,filho da puta :))))),,,,,,,,,,,
1.04539E+18,Falem comigo :),,,,,,,,,,,
1.04539E+18,Chegar a estas horas a casa :))),,,,,,,,,,,
1.04539E+18,Sagrada a pronta entrega! Gostou de Azul? Tente esse novo jogo de selecionar dados e preencher vidraças :),,,,,,,,,,,
1.04539E+18,#Hoy_si_asistí_a_mi_clase_de_especialidad_316 27/09/2018 Paulina Centeno Dominguez :)),,,,,,,,,,,
1.04539E+18,PROVAVELMENTE À UM MES ATRAS EU ESTAVA HAPPY DE CARALHO porque a minha paixão da praia me encontrou no insta,,,,,,,,,,,
1.04539E+18,aaaaaaahhhhhhhhhhhhhhhhhhhh tá de boa demais :),,,,,,,,,,,
1.04539E+18,Com estas atitudes de merda é pedirem para que eu me afaste :),,,,,,,,,,,
1.04539E+18,Perdi os contactos todos. Quem tiver o meu numero que mande msg assinada pf :),,,,,,,,,,,
1.04539E+18,Que cabra,,,,,,,,,,,
1.04539E+18,acordar às 6h da manhã,,,,,,,,,,,
1.04539E+18,O meu pai a cantar comigo Britney Spears é definitivamente a melhor coisa :),,,,,,,,,,,
1.04539E+18,Eu sinceramente acredito muito que q Taylor vá ao Rock in Rio porque: - Ela quando foi aí a primeira vez prometeu voltar e nunca mais voltou - Ela quer cumprir a promessa e como TALVEZ não consegue levar a tour por ser algo em grande,,,,,,,,,,,
1.04539E+18,Já estava a estranhar não ter nada a estragar me o dia :),,,,,,,,,,,
1.04539E+18,pessoas do meu DF,,,,,,,,,,,
1.04539E+18,Granda party na minha Uni hoje,,,,,,,,,,,
1.04539E+18,eu sou muito prodígio meu primeiro emprego foi com 14 anos eu dava aulas particulares pra uma garota e eu ensinei ela a ler :),,,,,,,,,,,
1.04539E+18,E então,,,,,,,,,,,
1.04539E+18,Mas ai eu lembro que o foco não é a fama,,,,,,,,,,,
1.04539E+18,qro tanto que a larilda faça live aq,,,,,,,,,,,
1.04539E+18,No entanto bue gente duvidava que iria passar no exames de código e olhem passei :))),,,,,,,,,,,
1.04539E+18,Vida amorosa me retiro :),,,,,,,,,,,
1.04539E+18,Hoje enquanto andava na rua assustei-me sozinha,,,,,,,,,,,
1.04539E+18,O dia nao podia ter corrido melhor :)),,,,,,,,,,,
1.04539E+18,Quase toda gente esqueceu do meu aniversário :)),,,,,,,,,,,
1.04539E+18,foo :-) : 78ac4c09-f7e7-41e7-8b58-85a04e93339c,,,,,,,,,,,
1.04539E+18,Valeu galera! Aparentemente caíram uns torós meio fortes por aí,,,,,,,,,,,
1.04539E+18,tu namoras com aquela rapariga que anda sempre contigo nos intervalos ? — não ahahahaha ,,,,,,,,,,,
1.04539E+18,Estou tão feliz por ter ido às aulas e isso até me ter ajudado com o humor de merda com que estava... Isso e ter resolvido os problemas no trabalho,,,,,,,,,,,
1.04539E+18,Hoje quem lavou o banheiro de casa foi eu depois de tanto tempo,,,,,,,,,,,
1.04539E+18,foo :-) : 78ac4c09-f7e7-41e7-8b58-85a04e93339c,,,,,,,,,,,
1.04539E+18,acabei o dever de fisica :))))),,,,,,,,,,,
1.04539E+18,ta caindo o mundo,,,,,,,,,,,
1.04539E+18,Hoje eu tenho um seminário :) e não parece,,,,,,,,,,,
1.04539E+18,sempre fui a pessoa contra a sonequinha da tarde,,,,,,,,,,,
1.04539E+18,Terça feira é visita de estudo ir ao cinema à noite :),,,,,,,,,,,
1.04539E+18,foo :-) : 78ac4c09-f7e7-41e7-8b58-85a04e93339c,,,,,,,,,,,
1.04539E+18,tô me sentindo mais bonita esses dias :))),,,,,,,,,,,
1.04539E+18,oi preciso de antenção :),,,,,,,,,,,
1.04539E+18,hj me falaram "toda vez que você abre a boca tenho vontade de dar uma facada" sim :))))) eu :))))) tenho :))))) as :))))) melhores :))))) aMiGAS :))))) do :))))) mundo :))))),,,,,,,,,,,
1.04539E+18,Ahahah Dudu como delegado! Ahahah a regina tem orgulho em ti :),,,,,,,,,,,
1.04539E+18,boa tarde pra quem tomou banho de solvente :),,,,,,,,,,,
1.04539E+18,Ava lindo :),,,,,,,,,,,
1.04539E+18,Soube q fez uma cirurgia. É de que? Voce ta bem? — fiz sim,,,,,,,,,,,
1.04539E+18,Caralho eu to brava,,,,,,,,,,,
1.04539E+18,Alô você,,,,,,,,,,,
1.04539E+18,Eu sei q é bué mau mas ouvi uma conversa entre os meus pais e o meu pai estava a falar sobre os bilhetes p ed sheeran :)),,,,,,,,,,,
1.04539E+18,Mas Ciro tá certo,,,,,,,,,,,
1.04539E+18,E tou a passar-me pq não consigo editar as fotos do Edu :),,,,,,,,,,,
1.04539E+18,Olá criei este twitter só para spammar com #BTS e #BTSInPortugal2019 :)),,,,,,,,,,,
1.04539E+18,Agora eu posso falar sozinho. :D,,,,,,,,,,,
1.04539E+18,Amanhã supostamente vou ter 3 horas de almoço e vou sair 1 hora mais cedo :),,,,,,,,,,,
1.04539E+18,Contei hoje toda a minha paranóia da semana à Marisa,,,,,,,,,,,
1.04539E+18,Mesmo quando você não está fazendo nada,,,,,,,,,,,
1.04539E+18,as 20hs eu respondo as DMS :),,,,,,,,,,,
1.04539E+18,aceito sugestões de músicas acústicas/ao vivo qualquer estilo,,,,,,,,,,,
1.04539E+18,Meu pai aceitou q a corrente com brilhante dele ficava melhor em mim e FINALMENTE me deu Eu amo meu papai :),,,,,,,,,,,
1.04539E+18,Fico muito triste quando vejo que as pessoas que mais pregam o amor ao próximo são as que menos realmente amam. Desculpa,,,,,,,,,,,
1.04539E+18,Com o Proença já não se realizava esta partida de futebol :))))))),,,,,,,,,,,
1.04539E+18,Cheguei ao meu quarto após uma noite na casa da Bia e já não tenho móveis,,,,,,,,,,,
1.04539E+18,Não acredito que vai haver outro concerto do Ed Sheeran meuuuuuuuuu,,,,,,,,,,,
1.04539E+18,vcs têm 14/15 anos e mandam nudes assim a qualquer um,,,,,,,,,,,
1.04539E+18,Por isso que todo mundo trabalha na ilegalidade... Pra ilegal você não precisa pagar férias e 13º. :D,,,,,,,,,,,
1.04539E+18,Alguém me arranja R$21,,,,,,,,,,,
1.04539E+18,Ah amigos,,,,,,,,,,,
1.04539E+18,hoje estava com um outfit mesmo giro :)),,,,,,,,,,,
1.04539E+18,eu acho mm sinceramente q nnc vou ser o suficiente p alguém p causa da minha forma d ser e de nnc conseguir demonstrar as cenas como eu quero :),,,,,,,,,,,
1.04539E+18,Acabei de descobrir que não consigo estar com as pessoas sem mexer no telemóvel porque sempre que falo ao telemóvel mais do que 3min estou de fones e a fazer outras coisas no telemóvel. Odeio ser assim :),,,,,,,,,,,
1.04539E+18,com sono e com calor :),,,,,,,,,,,
1.04539E+18,Beijei,,,,,,,,,,,
1.04539E+18,otimo me fudi e n vou na terapia hj q eu tanto qria e precisava por conta dessa merda dessa chuva :) caralho q odio,,,,,,,,,,,
1.04539E+18,Me contem algo q bom q rolou na semanas de vcs,,,,,,,,,,,
1.04539E+18,#parabéns minha #linda ;) susanapronto ;) #love #uber :) em Lisbon,,,,,,,,,,,
1.04539E+18,Senti-me orgulhosa dos golos q marquei :)))),,,,,,,,,,,
1.04539E+18,Querem ver que o Capela vai adiar o Chaves x Benfica por causa da chuva? :),,,,,,,,,,,
1.04539E+18,PISCA MAIS ENERGIA TA POUCO AINDA PRA QUEIMAR TUDO AQUI :),,,,,,,,,,,
1.04539E+18,Eu Nnc tive,,,,,,,,,,,
1.04539E+18,Mais um pepino no trabalho,,,,,,,,,,,
1.04539E+18,Hoje também ía ao treino :)),,,,,,,,,,,
1.04539E+18,:) tive um treçolho,,,,,,,,,,,
1.04539E+18,Olá,,,,,,,,,,,
1.04539E+18,FIQUE LIGADO,,,,,,,,,,,
1.04539E+18,alias vendi a bike esse fds,,,,,,,,,,,
1.04539E+18,Mesmo quando você não está fazendo nada,,,,,,,,,,,
1.04539E+18,2 pessoas da minha turma bloquearam-me !! #RumoAos30 :)),,,,,,,,,,,
1.04539E+18,Eu aprendi com ele o valor da persistência e que errar é normal,,,,,,,,,,,
1.04539E+18,srry pelo spam d musicas :),,,,,,,,,,,
1.04539E+18,Tão otimo ter atenção da pessoa :),,,,,,,,,,,
1.04539E+18,Se interessar,,,,,,,,,,,
1.04539E+18,Sou a favor da liberação da maconha se querem saber tbm (E eu não curto maconha) :D,,,,,,,,,,,
1.04539E+18,descobri que dos 15 megas q eu pago só chegam 2 no wifi :)))),,,,,,,,,,,
1.04538E+18,Vires falar comigo é que tá quieto :),,,,,,,,,,,
1.04538E+18,Contínuo à espera de uma mensagem :)),,,,,,,,,,,
1.04538E+18,Tem piada,,,,,,,,,,,
1.04538E+18,É suposto responder o quê a um "ahahah" digam me por favor :),,,,,,,,,,,
1.04538E+18,Se alguém com câmera,,,,,,,,,,,
1.04538E+18,ai girliessssss ta foda ein kkkkkkkkkkk so consigo pensar o quao mediocre eu sou :P e o quando meu amigos sao melhores q eu q saco,,,,,,,,,,,
1.04538E+18,Nós com os nossos modelitos :),,,,,,,,,,,
1.04538E+18,Estou oficialmente assustado :),,,,,,,,,,,
1.04538E+18,foo :-) : 9d6215de-a10d-458e-a188-3c034ca81831,,,,,,,,,,,
1.04538E+18,HOMENS QUE FAZEM O MÍNIMO OU MENOS DO QUE ISSO :),,,,,,,,,,,
1.04538E+18,Como é que é suposto ir treinar amanhã assim? :),,,,,,,,,,,
1.04538E+18,PESSOAL,,,,,,,,,,,
1.04538E+18,Já estou quase level 70 no forza horizon 4 ,,,,,,,,,,,
1.04538E+18,lembrete diário que rafael ilha não fez nada de errado e acabou com a prado :),,,,,,,,,,,
1.04538E+18,Bom dia pra você que conseguiu derrubar o próprio site. :P,,,,,,,,,,,
1.04538E+18,Estou a morrer com esta trovoada. :))),,,,,,,,,,,
1.04538E+18,sob a insistência de um total de 1 pessoas eu vou voltar com a au pq mesmo q seja 1 pessoa agr eu tô feliz kk :),,,,,,,,,,,
1.04538E+18,Dólar caiu :) - R$3,,,,,,,,,,,
1.04538E+18,Dólar caiu :) - R$3,,,,,,,,,,,
1.04538E+18,Vice de Bolsonaro QUER o fim do 13º décimo terceiro salário. Os dois não estão falando a mesna lingua :D,,,,,,,,,,,
1.04538E+18,indo pro dentista de chinelo nessa chuva porque quando sai de casa não estava chovendo :),,,,,,,,,,,
1.04538E+18,���ATENÇÃO!!! SEGUNDA PARTE DE NOSSA TEORIA DA ALBÂNIA DISPONÍVEL EM ALGUNS MINUTOS. FIQUEM DE OLHO. Grato :),,,,,,,,,,,
1.04538E+18,Vice de Bolsonaro defende o fim do 13º décimo terceiro salário. Os dois não estão falando a mesna lingua :D,,,,,,,,,,,
1.04538E+18,Em quem vocês vão votar? E porque? Sem tretas! Quero saber os motivos reais mesmo... :),,,,,,,,,,,
1.04538E+18,Chimarrão,,,,,,,,,,,
1.04538E+18,Ideias para Sketchs ? último que fiz foi TIPO DE CONDUTORES e voces adoraram ! Digam ai ideias :D,,,,,,,,,,,
1.04538E+18,Êta time entrosado,,,,,,,,,,,
1.04538E+18,algum material (livro/curso) de tarot que recomenda? se arrumar um tempo e resolver ministrar um cursinho,,,,,,,,,,,
1.04538E+18,Já houve alguns mal entendidos mas acho que agr estamos bem,,,,,,,,,,,
1.04538E+18,se há palavra bonita é “desculpa”,,,,,,,,,,,
1.04538E+18,Acabei de partir a última unha :),,,,,,,,,,,
1.04538E+18,vamos fazer 69 tipo tekashi :)),,,,,,,,,,,
1.04538E+18,gosto de quando eu tenho o maior trabalho no photoshop e nao consigo salvar em pdf :D PIKA NMRL,,,,,,,,,,,
1.04538E+18,Obrigada fifa por pores os meus amigos a jogar todo o dia e a não querer parar :),,,,,,,,,,,
1.04538E+18,para de se pagar de bebada nas redes sociais bb,,,,,,,,,,,
1.04538E+18,é que nem pobre defendendo privatização de tudo. o cara não pode pagar por um plano de saúde,,,,,,,,,,,
1.04538E+18,vocês não sabem mas estou OFICIALMENTE a 6 meses para tirar a carta de mota. Eu não podia estar mais feliz :),,,,,,,,,,,
1.04538E+18,Ninguém me tira era felicidade :),,,,,,,,,,,
1.04538E+18,Finalizei meu cabelo de um jeito diferente hoje,,,,,,,,,,,
1.04538E+18,ainda agora começou o ano e já ando toda stressada,,,,,,,,,,,
1.04538E+18,Atividade gratuita no âmbito do projeto Ciência Viva,,,,,,,,,,,
1.04538E+18,Boa tarde anjo? Dormiu bem? Descansou,,,,,,,,,,,
1.04538E+18,Mas pelo menos meu feijão e meu carreteiro ficaram ótimos :),,,,,,,,,,,
1.04538E+18,AQUI É CORINTHIANSSSS!!! RUMO AO TETRAA! :),,,,,,,,,,,
1.04538E+18,Levem-me a ver o pôr-do-sol à praia e ofereçam-me um girassol,,,,,,,,,,,
1.04538E+18,O ceu aqui ta bue giro e nem chove :))),,,,,,,,,,,
1.04538E+18,Tô com tanta sdd do meu pai q até passei o perfume dele,,,,,,,,,,,
1.04538E+18,Em vez de estudar estou a ter uma crise existencial :)),,,,,,,,,,,
1.04538E+18,a sorte está comigo :)),,,,,,,,,,,
1.04538E+18,O ápice do meu dia foi um sorvete de doce de leite :P,,,,,,,,,,,
1.04538E+18,bom dia anjo,,,,,,,,,,,
1.04538E+18,saudades de ter manuais escolares,,,,,,,,,,,
1.04538E+18,Otimizar o cadastro de hóspedes trará maior agilidade no atendimento e melhor acompanhamento de informações relevantes para o seu negócio. Saiba mais,,,,,,,,,,,
1.04538E+18,Sei q sou suspeitíssimo, não há real preocupação com o povo, o povo é um meio apenas...;Thu Sep 27 18:35:40 +0000 2018;1;:),,,,,,,,,
1.04538E+18,Felicidade do dia :D #Repost lendaribr with get_repost ・・・ MAIS VENDIDO Ainda em pré-venda na Amazon,,,,,,,,,,,
1.04538E+18,A pessoa lê tudo que você posta,,,,,,,,,,,
1.04538E+18,A sorte é que há gelatina de mirtilo para a sobremesa :)),,,,,,,,,,,
1.04538E+18,Vi uma menina muito parecida com vc,,,,,,,,,,,
1.04538E+18,Ofereçam-me as vans old skool :)),,,,,,,,,,,
1.04538E+18,Espero bem que os meus pais me deixem ir passar aquele fds a coimbra :)),,,,,,,,,,,
1.04538E+18,Se CD PROJEKT RED não divulga,,,,,,,,,,,
1.04538E+18,És bue merda,,,,,,,,,,,
1.04538E+18,Olá amigos acabo de derramar coca cola nos seguintes itens: notebook,,,,,,,,,,,
1.04538E+18,Conheço a há tão pouco tempo e já gosto tanto dela :),,,,,,,,,,,
1.04538E+18,Já topei tudo peeps babes,,,,,,,,,,,
1.04538E+18,Cientificamente Pescando :) No dia 5 de outubro,,,,,,,,,,,
1.04538E+18,Sair do banho pra ficar a cheirar a estrugido :D,,,,,,,,,,,
1.04538E+18,Meu EP novo saiu essa segunda :) Lofi Hip Hop (música para relaxar,,,,,,,,,,,
1.04538E+18,Nunca discordem do buzz,,,,,,,,,,,
1.04538E+18,Mano no dia que minha sala não fique que nem uma sauna Eu fico bom a matemática :),,,,,,,,,,,
1.04538E+18,Isso é psicológico :),,,,,,,,,,,
1.04538E+18,Ok eu não tenho medo de trovão,,,,,,,,,,,
1.04538E+18,:) vcs são demasiado complexos,,,,,,,,,,,
1.04538E+18,Minha psicologa: Vamos enfrentar seus medos :D Eu,,,,,,,,,,,
1.04538E+18,se é pra falar o óbvio nem abre a boca :),,,,,,,,,,,
1.04538E+18,Quer ganhar dinheiro? venha comigo na aposta da corrida dos galgos....10 greens hoje...:),,,,,,,,,,,
1.04538E+18,Publiquei o meu primeiro video no youtube,,,,,,,,,,,
1.04538E+18,Essa hora era pra eu estar debaixo desse Sol quente,,,,,,,,,,,
1.04538E+18,Acabei de ligar á minha vizinha que por acaso é minha avó para vir a correr matar um bicho voador gigante que está na janela :)),,,,,,,,,,,
1.04538E+18,Luzia e o telefone daquela sua amiga?? :D,,,,,,,,,,,
1.04538E+18,Que alegria :D,,,,,,,,,,,
1.04538E+18,Olha aí,,,,,,,,,,,
1.04538E+18,Vídeo novo no cana meus amores,,,,,,,,,,,
1.04538E+18,Dólar caiu :) - R$3,,,,,,,,,,,
1.04538E+18,Dólar caiu :) - R$3,,,,,,,,,,,
1.04538E+18,Quem me magoa no pé q me dói e não pede desculpa como deve de ser devia sentir a minha dor :),,,,,,,,,,,
1.04538E+18,já li muita au por hoje,,,,,,,,,,,
1.04538E+18,este ano tou bue bem com toda a gente :D,,,,,,,,,,,
1.04538E+18,quando você só tirou foto bosta durante a semana e tem que apresentar mesmo assim e passar vergonha :),,,,,,,,,,,
1.04538E+18,acho que vou na piscina agora :p,,,,,,,,,,,
1.04538E+18,nada contra sua opinião.... mas você é burra :),,,,,,,,,,,
1.04538E+18,Muito bacana / estou a gostar muito de conhecer ,,,,,,,,,,,
1.04538E+18,Comprar coisa no ML que é de SP num dia é receber no seguinte :D,,,,,,,,,,,
1.04538E+18,Eu amo ventos em São Paulo pois trás todo o cheirinho do rio pinheiros pra cá :)))),,,,,,,,,,,
1.04538E+18,Tem uma mina que eu conheço que fica “AI NÃO PQ RESPEITO BLA BLA BLA TEM QUE RESPEITAR OS IDOLS” e a cada três palavras dela,,,,,,,,,,,
1.04538E+18,A minha Sarinha feliz,,,,,,,,,,,
1.04538E+18,arranjem outro motivo pra odiá-la,,,,,,,,,,,
1.04538E+18,alguém precisa de uma guarda roupa? Estou doando um :),,,,,,,,,,,
1.04538E+18,Muita gente diz,,,,,,,,,,,
1.04538E+18,Fiz um PPT sobre o Ciro para os eleitores ainda indecisos e receptivos ao projeto. Se alguém tiver interesse,,,,,,,,,,,
1.04538E+18,A vida tá mais leve :),,,,,,,,,,,
1.04538E+18,Diz a lenda que se você der RT aqui,,,,,,,,,,,
1.04538E+18,To oferecendo lanche pra quem fizer meu trabalho de sociologia,,,,,,,,,,,
1.04538E+18,Amanhã vou sair às 10:20 :))))),,,,,,,,,,,
1.04538E+18,Acabei de deixar cair o meu lanche :)),,,,,,,,,,,
1.04538E+18,Ciro gomes tem ótimas propostas :),,,,,,,,,,,
1.04538E+18,O ricardo vem ca para casa e o meu irmão vem logo chamá-lo para jogar,,,,,,,,,,,
1.04538E+18,qndo a epoca de eleição acabar eu volto a ser feliz cm algumas postagens do facebook :) n to afim de discutir cm pessoas da minha familia....,,,,,,,,,,,
1.04538E+18,Consegui 1 par de ingressos pro Cypress Hill e vou fazer uma surpresa pra minha mãe :),,,,,,,,,,,
1.04538E+18,me julguem,,,,,,,,,,,
1.04538E+18,Só hj fiz 3 aulas de código :)),,,,,,,,,,,
1.04538E+18,Olhem lá meus queridos,,,,,,,,,,,
1.04538E+18,Bom diaaa,,,,,,,,,,,
1.04538E+18,Adoro chegar a casa e sentir que o dia correu super bemm :),,,,,,,,,,,
1.04538E+18,Sabe qq eu acho pedante mas eu faço a mesma coisa? Andar co fone de ouvido e batucar no corpo no ritmo da musica :p,,,,,,,,,,,
1.04538E+18,Prova se és apreciadora de peixe tenho a certeza que vais adorar,,,,,,,,,,,
1.04538E+18,A minha mãe,,,,,,,,,,,
1.04538E+18,Inclusive eu não tenho aqui na minha galeria,,,,,,,,,,,
